arquivo;slug_local;titulo_local;curso_id_atual;confianca;id_crm_sugerido;id_crm_confirmado;candidato_1_nome;candidato_1_id_crm;candidato_1_slug;candidato_1_score;candidato_2_nome;candidato_2_id_crm;candidato_2_slug;candidato_2_score;candidato_3_nome;candidato_3_id_crm;candidato_3_slug;candidato_3_score
produtos\extensao-alta-performance-comercial-persuasao-negociacao-vendas.md;extensao-alta-performance-comercial-persuasao-negociacao-vendas;Curso de Extensão Universitária: Alta Performance Comercial — Persuasão, Negociação e Gestão de Vendas;1471;baixa - buscar manualmente;1471;1471;MBA em Gestão Comercial, Negociação e Inteligência de Mercado;633;gestao-comercial-negociacao-e-inteligencia-de-mercado-mba-presencial;0.479;MBA Gestão Comercial e Alta Performance em Vendas;1302;gestao-comercial-e-alta-perfomance-em-vendas-mba-remoto;0.464;RH Performance : Pessoas, Desempenho e Resultados;715;rh-performance-pessoas-desempenho-e-resultados-curso-remoto-de-curta-duracao;0.437
produtos\extensao-analista-financeiro-performance-empresarial.md;extensao-analista-financeiro-performance-empresarial;Curso de Extensão Universitária: Analista Financeiro e Performance Empresarial;1427;baixa - buscar manualmente;1427;1427;Analista Financeiro Empresarial;396;analista-financeiro-empresarial-curso-presencial-de-curta-duracao;0.569;Analista Financeiro Empresarial;396;analista-financeiro-empresarial-curso-remoto-de-curta-duracao;0.569;Planejamento Financeiro Empresarial;610;planejamento-financeiro-empresarial-curso-presencial-de-curta-duracao;0.478
produtos\extensao-avaliacao-psicologica-procedimentos-cirurgicos.md;extensao-avaliacao-psicologica-procedimentos-cirurgicos;Curso de Extensão Universitária: Avaliação Psicológica Pré-Cirúrgica (com Integração de IA);1211;baixa - buscar manualmente;1211;1211;Avaliação Psicológica para Procedimentos Cirúrgicos- Nível Avançado;1086;curso-de-curta-duracao-em-avaliacao-psicologica-para-procedimentos-cirurgicos-nivel-avancado;0.481;Avaliação Psicológica para Manuseio de Arma de Fogo;898;avaliacao-psicologica-para-manuseio-de-arma-de-fogo-curso-remoto-de-curta-duracao;0.479;Curso de Curta Duração em LGPD - Privacidade e Proteção de Dados na Prática;1023;lgpd-privacidade-protecao-de-dados-na-pratica-curso-remoto-de-curta-duracao;0.458
produtos\extensao-capacitacao-aplicadores-aba.md;extensao-capacitacao-aplicadores-aba;Curso de Extensão Universitária EaD — Capacitação para Aplicadores ABA;1384;baixa - buscar manualmente;1384;1384;Curso de Curta Duração em Balística Forense;334;balistica-forense-curso-remoto-de-curta-duracao;0.496;Gestão de facilities: manutenção, sustentabilidade, espaços e propriedades;659;gestao-de-facilities-manutencao-sustentabilidade-espacos-e-propriedades-mba-presencial;0.472;Práticas de Construção Enxuta (Lean Construction) para Produção Otimizada de Obras;994;praticas-de-construcao-enxuta-lean-construction-para-producao-otimizada-de-obras-curso-remoto-de-curta-duracao;0.461
produtos\extensao-certificacao-talent-acquisition-recrutamento-estrategico.md;extensao-certificacao-talent-acquisition-recrutamento-estrategico;Curso de Extensão Universitária: Certificação em Talent Acquisition — Recrutamento Estratégico com Tecnologia e People Analytics;1526;baixa - buscar manualmente;1526;1526;Criação e Gestão de Negócios com Tecnologias Emergentes;576;criacao-e-gestao-de-negocios-com-tecnologias-emergentes-mba-presencial;0.437;Personal Organizer - Planejamento estratégico, Precificação, Técnicas de Vendas;592;personal-organizer-planejamento-estrategico-precificacao-tecnicas-de-vendas-curso-presencial-de-curta-duracao;0.435;Administração e Dimensionamento de Estoques - Como Gerenciar Estoques e Obter Melhores Ganhos;717;administracao-e-dimensionamento-de-estoques-como-gerenciar-estoques-e-obter-melhores-ganhos-curso-presencial-de-curta-duracao;0.425
produtos\extensao-cultura-feedback.md;extensao-cultura-feedback;Curso de Extensão Universitária: Como Criar uma Cultura de Feedback;1362;baixa - buscar manualmente;1362;1362;Saúde Estética e Cosmetologia Avançada;528;saude-estetica-e-cosmetologia-avancada-pos-graduacao-presencial;0.438;MBA em Gestão de Projetos Ágeis e Inovadores de acordo com a última Edição do PMBOK;878;gestao-de-projetos-ageis-e-inovadores-de-acordo-com-a-ultima-edicao-do-pmbok-mba-ead;0.427;Curso de Curta Duração em  Formação em Consultor Contábil ;829;formacao-em-consultor-contabil-curso-remoto-de-curta-duracao;0.419
produtos\extensao-eficiencia-pratica-juridica-familiar.md;extensao-eficiencia-pratica-juridica-familiar;Curso de Extensão Universitária — Eficiência na Prática Jurídica Familiar: Teoria, Provas e Procedimentos;1338;baixa - buscar manualmente;1338;1338;Dependência Química e Saúde Mental: Avaliação, Prevenção e Tratamento;759;dependencia-quimica-e-saude-mental-avaliacao-prevencao-e-tratamento-pos-graduacao-blended;0.425;Gestão de facilities: manutenção, sustentabilidade, espaços e propriedades;659;gestao-de-facilities-manutencao-sustentabilidade-espacos-e-propriedades-mba-presencial;0.413;Curso de Curta Duração em Práticas De Execução De Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;859;praticas-de-execucao-de-instalaces-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-remoto-de-curta-duracao;0.407
produtos\extensao-excel-master-do-zero-ia.md;extensao-excel-master-do-zero-ia;Curso de Extensão Universitária: Excel Master — Do Zero à IA;1414;baixa - buscar manualmente;1414;1414;Curso de Teste - meramente ilustrativo;123;curso-de-teste;0.449;MBA em Sistemas de Energia Elétrica: Geração, Transporte e Comercialização;1204;mba-em-sistemas-de-energia-eletrica-geracao-transporte-e-comercializacao;0.448;Curso de Curta Duração em LGPD - Privacidade e Proteção de Dados na Prática;1023;lgpd-privacidade-protecao-de-dados-na-pratica-curso-remoto-de-curta-duracao;0.43
produtos\extensao-formacao-analise-comportamental.md;extensao-formacao-analise-comportamental;Curso de Extensão Universitária: Formação de Análise Comportamental;;media - revisar;1082;1082;Formação de Análise Comportamental;1082;formacao-de-analise-comportamental-curso-remoto-de-curta-duracao;0.673;Formação de Análise Comportamental;1082;formacao-de-analise-comportamental-curso-presencial-de-curta-duracao;0.673;Curso de Curta Duração em  Formação em Consultor Contábil ;829;formacao-em-consultor-contabil-curso-remoto-de-curta-duracao;0.548
produtos\extensao-formacao-marketing-digital-ia.md;extensao-formacao-marketing-digital-ia;Curso de Extensão Universitária: Formação em Marketing Digital com Inteligência Artificial;;media - revisar;1410;1410;MBA em Marketing: Estratégia, Digital e Inteligência Artificial;1256;mba-em-marketing-estrategia-digital-e-inteligencia-artificial;0.614;MBA em Direito Digital, Práticas em Proteção de Dados e Inteligência Artificial;1304;mba-em-direito-digital-praticas-em-protecao-de-dados-e-inteligencia-artificial;0.509;Formação em Marketing Digital;339;formacao-em-marketing-digital-curso-presencial-de-curta-duracao;0.487
produtos\extensao-gestao-saloes-beleza-barbearias-estetica.md;extensao-gestao-saloes-beleza-barbearias-estetica;Curso de Extensão Universitária: Formação em Gestão de Salões de Beleza, Barbearias e Estética;1210;baixa - buscar manualmente;1210;1210;Curso de Curta Duração em Projetos Elétricos em Média Tensão ;732;projetos-eletricos-em-media-tensao-curso-presencial-de-curta-duracao;0.519;Curso de Curta Duração em Práticas De Execução De Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;859;praticas-de-execucao-de-instalaces-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-remoto-de-curta-duracao;0.491;Curso de Curta Duração em LGPD - Privacidade e Proteção de Dados na Prática;1023;lgpd-privacidade-protecao-de-dados-na-pratica-curso-remoto-de-curta-duracao;0.485
produtos\extensao-growth-marketing-trafego-pago-avancado.md;extensao-growth-marketing-trafego-pago-avancado;Curso de Extensão Universitária: Growth Marketing e Tráfego Pago Avançado;;media - revisar;1233;1233;Growth Marketing e Tráfego Pago Avançado;1233;growth-marketing-e-trafego-pago-avancado-presencial;0.708;Growth Marketing e Tráfego Pago Avançado;1233;growth-marketing-e-trafego-pago-avancado-aovivo;0.708;Pós-Graduação em Atenção Farmacêutica e Farmácia Clínica ;36;atencao-farmaceutica-e-farmacia-clinica-pos-graduacao-presencial;0.419
produtos\extensao-harmonizacao-orofacial-aplicacoes-clinicas.md;extensao-harmonizacao-orofacial-aplicacoes-clinicas;Curso de Extensão Universitária: Harmonização Orofacial e Aplicações Clínicas;;media - revisar;1336;1336;Harmonização Orofacial e Aplicações Clínicas;1336;harmonizacao-orofacial-e-aplicaces-clinicas;0.727;Curso de Curta Duração em  Formação em Consultor Contábil ;829;formacao-em-consultor-contabil-curso-remoto-de-curta-duracao;0.493;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-remoto-de-curta-duracao;0.453
produtos\extensao-ia-arquitetura-design-briefing.md;extensao-ia-arquitetura-design-briefing;Curso de Extensão Universitária: IA para Arquitetura e Design — Do Briefing ao Render;1401;baixa - buscar manualmente;1401;1401;MBA em Gestão de Escritórios de Arquitetura e Design de Interiores;469;gestao-de-escritorios-de-arquitetura-e-design-de-interiores-mba-ead;0.556;MBA em Gestão de Escritórios de Arquitetura e Design de Interiores;469;mba-em-gestao-de-escritorios-de-arquitetura-e-design-de-interiores;0.556;Gestão de Escritórios de Arquitetura, Design e Engenharia;230;gestao-de-escritorios-de-arquitetura-design-e-engenharia-curso-presencial-de-curta-duracao;0.535
produtos\extensao-ia-clinica-pratica-medicos.md;extensao-ia-clinica-pratica-medicos;Curso de Extensão Universitária: IA Médica — Inteligência na Prática Clínica;1420;baixa - buscar manualmente;1420;1420;MBA em Gestão Comercial, Negociação e Inteligência de Mercado;633;gestao-comercial-negociacao-e-inteligencia-de-mercado-mba-presencial;0.496;MBA em Contabilidade Tributária e Inteligência Fiscal;711;contabilidade-digital-e-inteligencia-fiscal-mba-remoto;0.496;MBA em Contabilidade Tributária e Inteligência Fiscal;1018;contabilidade-tributaria-e-inteligencia-fiscal-mba-presencial;0.496
produtos\extensao-ia-gestao-contabil-tributaria.md;extensao-ia-gestao-contabil-tributaria;Curso de Extensão Universitária: Inteligência Artificial Aplicada à Gestão Contábil e Tributária;;media - revisar;1320;1320;Inteligência Artificial Aplicada à Gestão Contábil e Tributária;1320;inteligencia-artificial-aplicada-a-gestao-contabil-e-tributaria-presencial;0.792;Inteligência Artificial Aplicada à Gestão Contábil e Tributária;1861;inteligencia-artificial-aplicada-a-gestao-contabil-e-tributaria-ao-vivo;0.792;MBA em Inteligência Artificial para Gestão e Negócios;1317;mba-em-inteligencia-artificial-para-gestao-e-negocios-ao-vivo;0.537
produtos\extensao-ia-na-pratica-aplicacao-estrategia-futuro.md;extensao-ia-na-pratica-aplicacao-estrategia-futuro;Curso de Extensão Universitária: IA na Prática — Aplicação, Estratégia e Futuro;1424;baixa - buscar manualmente;1424;1424;MBA Gestão Empresarial, Inovação e Estratégia Competitiva;346;gestao-empresarial-inovacao-e-estrategia-competitiva-mba-ead;0.485;Gestão de Contratos Agrários, Compliance no Agronegócio e Práticas de Elaboração Contratual;727;gestao-de-contratos-agrarios-compliance-no-agronegocio-e-praticas-de-elaboracao-contratual-curso-presencial-de-curta-duracao;0.471;Pirâmides Coloridas de Pfister (Adulto e Infantil): Aplicação, Correção e Interpretação;0;piramides-coloridas-de-pfister-adulto-e-infantil-aplicacao-correcao-e-interpretacao-curso-remoto-de-curta-duracao;0.47
produtos\extensao-imersao-internacional-arquitetura-design.md;extensao-imersao-internacional-arquitetura-design;Curso de Extensão Universitária: Imersão Internacional em Arquitetura e Design;;media - revisar;1070;1070;Imersão Internacional em Arquitetura e Design;1070;imersao-internacional-em-arquitetura-e-design-curso-remoto-de-curta-duracao;0.732;Gestão de Escritórios de Arquitetura, Design e Engenharia;230;gestao-de-escritorios-de-arquitetura-design-e-engenharia-curso-presencial-de-curta-duracao;0.504;MBA em Gestão de Escritórios de Arquitetura e Design de Interiores;469;gestao-de-escritorios-de-arquitetura-e-design-de-interiores-mba-ead;0.5
produtos\extensao-inovacao-futuro-trabalho-estrategia-antecipacao-alta-performance.md;extensao-inovacao-futuro-trabalho-estrategia-antecipacao-alta-performance;Curso de Extensão Universitária: Inovação para o Futuro do Trabalho — Estratégia, Antecipação e Alta Performance;1520;baixa - buscar manualmente;1520;1520;MBA Gestão Empresarial, Inovação e Estratégia Competitiva;346;gestao-empresarial-inovacao-e-estrategia-competitiva-mba-ead;0.462;MBA Liderança Estratégica e Desenvolvimento de Equipes de Alta Performance;701;lideranca-estrategica-e-desenvolvimento-de-equipes-de-alta-performance-mba-remoto;0.452;Curso de Curta Duração em Direito do Trabalho Emergencial: Novas Regras e Interpretações Sobre a Relação de Emprego em Tempos de Pandemia;828;direito-do-trabalho-emergencial-novas-regras-e-interpretacoes-sobre-a-relacao-de-emprego-em-tempos-de-pandemia-curso-remoto-de-curta-duracao;0.442
produtos\extensao-introducao-pratica-ia-ferramentas-aplicacoes.md;extensao-introducao-pratica-ia-ferramentas-aplicacoes;Curso de Extensão Universitária: Introdução Prática à Inteligência Artificial — Ferramentas e Aplicações Essenciais;1396;baixa - buscar manualmente;1396;1396;MBA em Inteligência Artificial para Gestão e Negócios;1317;mba-em-inteligencia-artificial-para-gestao-e-negocios-ao-vivo;0.464;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-remoto-de-curta-duracao;0.447;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-presencial-de-curta-duracao;0.447
produtos\extensao-lideranca-comunica-presenca-influencia-resultado.md;extensao-lideranca-comunica-presenca-influencia-resultado;Curso de Extensão Universitária: Liderança que Comunica — Presença, Influência e Resultado;1518;baixa - buscar manualmente;1518;1518;Práticas de Construção Enxuta (Lean Construction) para Produção Otimizada de Obras;994;praticas-de-construcao-enxuta-lean-construction-para-producao-otimizada-de-obras-curso-remoto-de-curta-duracao;0.453;MBA Executivo em Liderança e Gestão Empresarial;18;executivo-em-lideranca-e-gestao-empresarial-mba-presencial;0.438;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-remoto-de-curta-duracao;0.43
produtos\extensao-lideranca-cultura-saude-organizacional.md;extensao-lideranca-cultura-saude-organizacional;Curso de Extensão Universitária: Liderança, Cultura e Saúde Organizacional;1470;baixa - buscar manualmente;1470;1470;Liderança Integral e Gestão Organizacional FranklinCovey;391;lideranca-integral-e-gestao-organizacional-franklincovey-mba-presencial;0.508;MBA em Sistemas de Energia Elétrica: Geração, Transporte e Comercialização;1204;mba-em-sistemas-de-energia-eletrica-geracao-transporte-e-comercializacao;0.473;Executivo em Gestão de Tecnologias da Informação - Liderança, Governança e Negócios;471;executivo-em-gestao-de-tecnologias-da-informacao-lideranca-governanca-e-negocios-mba-presencial;0.471
produtos\extensao-mediacao-conciliacao-extrajudicial.md;extensao-mediacao-conciliacao-extrajudicial;Curso de Extensão Universitária: Formação em Mediação e Conciliação Extrajudicial;1375;baixa - buscar manualmente;1375;1375;Formação em Comunicação e Redação Empresarial;200;formacao-em-comunicacao-e-redacao-empresarial-curso-presencial-de-curta-duracao;0.508;Curso de Curta Duração em  Formação em Consultor Contábil ;829;formacao-em-consultor-contabil-curso-remoto-de-curta-duracao;0.507;Perícia e Auditoria Financeira em Processos Judiciais e Extrajudiciais;476;pericia-e-auditoria-financeira-em-processos-judiciais-e-extrajudiciais-curso-presencial-de-curta-duracao;0.503
produtos\extensao-midias-sociais-estrategia-conteudo-resultados.md;extensao-midias-sociais-estrategia-conteudo-resultados;Curso de Extensão Universitária: Mídias Sociais — Estratégia, Conteúdo e Resultados;287;baixa - buscar manualmente;287;287;MBA Gestão Empresarial, Inovação e Estratégia Competitiva;346;gestao-empresarial-inovacao-e-estrategia-competitiva-mba-ead;0.471;MBA em Gerenciamento de Crises, Gestão de Riscos e Estratégia de Mercado;680;gerenciamento-de-crises-gestao-de-riscos-e-estrategia-de-mercado-mba-remoto;0.452;Gestão de Cargos e Salários Avançado e Estratégias de Remuneração Variável;651;gestao-de-cargos-e-salarios-avancado-e-estrategias-de-remuneracao-variavel-curso-presencial-de-curta-duracao;0.446
produtos\extensao-modelagem-instalacoes-prediais-software.md;extensao-modelagem-instalacoes-prediais-software;Curso de Extensão Universitária: Modelagem de Instalações Prediais Utilizando Software;1531;baixa - buscar manualmente;1531;1531;MBA em Projeto e Execução de Instalações Prediais com aplicação de software;861;www.ipog.edu.br;0.596;Curso de Curta Duração em Práticas De Execução De Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;859;praticas-de-execucao-de-instalaces-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-remoto-de-curta-duracao;0.5;Projeto e Execução de Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;702;projeto-e-execucao-de-instalacoes-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-presencial-de-curta-duracao;0.478
produtos\extensao-nova-era-fiscal-reforma-tributaria.md;extensao-nova-era-fiscal-reforma-tributaria;Curso de Extensão Universitária: Nova Era Fiscal — Aplicações Reais da Reforma Tributária;1400;baixa - buscar manualmente;1400;1400;Contabilidade, Auditoria e Gestão Tributária;406;contabilidade-auditoria-e-gestao-tributaria-mba-presencial;0.451;Inteligência Artificial Aplicada à Gestão Contábil e Tributária;1320;inteligencia-artificial-aplicada-a-gestao-contabil-e-tributaria-presencial;0.447;Inteligência Artificial Aplicada à Gestão Contábil e Tributária;1861;inteligencia-artificial-aplicada-a-gestao-contabil-e-tributaria-ao-vivo;0.447
produtos\extensao-oratoria-alto-impacto-inteligencia-comunicacional.md;extensao-oratoria-alto-impacto-inteligencia-comunicacional;Curso de Extensão Universitária: Oratória de Alto Impacto, Inteligência Comunicacional e Apresentações Inspiradoras;;media - revisar;996;996;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-remoto-de-curta-duracao;0.822;Oratória de Alto Impacto: Inteligência Comunicacional e Apresentações Inspiradoras;996;oratoria-de-alto-impacto-inteligencia-comunicacional-e-apresentaces-inspiradoras-curso-presencial-de-curta-duracao;0.822;Apresentação de Alto Impacto e Oratória Inspiradora;284;apresentacao-de-alto-impacto-e-oratoria-inspiradora-curso-presencial-de-curta-duracao;0.482
produtos\extensao-oratoria-estrategica-influencia-apresentacoes.md;extensao-oratoria-estrategica-influencia-apresentacoes;Curso de Extensão Universitária: Oratória Estratégica e Influência — Apresentações de Alto Impacto para o Sucesso Profissional;1413;baixa - buscar manualmente;1413;1413;Avaliação Psicológica de Crianças e Adolescentes: Aspectos Teóricos e Práticos;193;avaliacao-psicologica-de-criancas-e-adolescentes-aspectos-teoricos-e-praticos-curso-presencial-de-curta-duracao;0.431;MBA Liderança Estratégica e Desenvolvimento de Equipes de Alta Performance;701;lideranca-estrategica-e-desenvolvimento-de-equipes-de-alta-performance-mba-remoto;0.42;Mind Skills: Estratégias Inovadoras da Neurociência e Desenvolvimento Humano para Produtividade e Resultados;1088;curso-de-curta-duracao-mind-skills-estrategias-inovadoras-da-neurociencia-e-desenvolvimento-humano-para-produtividade-e-resultados;0.419
produtos\extensao-orcamento-planejamento-obras-custos-construcao.md;extensao-orcamento-planejamento-obras-custos-construcao;Curso de Extensão Universitária: Orçamento e Planejamento de Obras e Custos da Construção;;media - revisar;265;265;Orçamento e Planejamento de Obras e Custos da Construção;265;orcamento-e-planejamento-de-obras-e-custos-da-construcao-curso-presencial-de-curta-duracao;0.772;Orçamento e Planejamento de Obras e Custos da Construção;265;orcamento-e-planejamento-de-obras-e-custos-da-construcao-curso-remoto-de-curta-duracao;0.772;Orçamento de Obras e Custos de Construção ;465;orcamento-de-obras-e-custos-de-construcao-curso-presencial-de-curta-duracao;0.615
produtos\extensao-planejamento-financeiro-consultoria-investimentos.md;extensao-planejamento-financeiro-consultoria-investimentos;Curso de Extensão Universitária: Planejamento Financeiro e Consultoria de Investimentos;;media - revisar;1240;1240;Planejamento Financeiro e Consultoria de Investimentos ;1240;planejamento-financeiro-e-consultoria-de-investimentos;0.766;Avaliação de Desempenho e Planejamento Financeiro;192;avaliacao-de-desempenho-e-planejamento-financeiro-curso-presencial-de-curta-duracao;0.529;Gestão Operacional do Canteiro e Cadeia de Suprimentos;672;gestao-operacional-do-canteiro-e-cadeia-de-suprimentos-curso-rapido-ead;0.496
produtos\extensao-power-bi-analise-dados-dashboards-gerenciais.md;extensao-power-bi-analise-dados-dashboards-gerenciais;Curso de Extensão Universitária: Microsoft Power BI — Análise de Dados Corporativos e Criação de Dashboards Gerenciais;;media - revisar;838;838;Microsoft Power BI: Análise de Dados Corporativos e Criação de Dashboards Gerenciais;838;microsoft-power-bi-analise-de-dados-corporativos-e-criacao-de-dashboards-gerenciais-curso-presencial-de-curta-duracao-32h;0.822;Microsoft Power BI: Análise de Dados Corporativos e Criação de Dashboards Gerenciais;838;microsoft-power-bi-analise-de-dados-corporativos-e-criacao-de-dashboards-gerenciais-curso-remoto-de-curta-duracao-32h;0.822;Nutrição Clínica, Estética, Esportiva e Prescrição de Fitoterápicos;765;nutricao-clinica-estetica-esportiva-e-prescricao-de-fitoterapicos-pos-graduacao-presencial;0.389
produtos\extensao-projeto-execucao-instalacoes-prediais.md;extensao-projeto-execucao-instalacoes-prediais;Curso de Extensão Universitária: Projeto e Execução de Instalações Prediais — Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;;media - revisar;702;702;Projeto e Execução de Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;702;projeto-e-execucao-de-instalacoes-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-presencial-de-curta-duracao;0.843;Projeto e Execução de Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás ;702;projeto-e-execucao-de-instalacoes-prediais-hidraulica-eletrica-sanitarias-agua-pluviais-e-gas-curso-remoto-de-curta-duracao;0.843;Curso de Curta Duração em Práticas De Execução De Instalações Prediais: Hidráulica, Elétrica, Sanitárias, Águas Pluviais e Gás;859;praticas-de-execucao-de-instalaces-prediais-hidraulica-eletrica-sanitarias-aguas-pluviais-e-gas-curso-remoto-de-curta-duracao;0.837
produtos\extensao-recrutamento-selecao-competencias-online-offline.md;extensao-recrutamento-selecao-competencias-online-offline;Curso de Extensão Universitária: Recrutamento e Seleção por Competências Online e Offline;;media - revisar;218;218;Recrutamento e Seleção por Competências On-line e Off-line;218;recrutamento-e-selecao-por-competencias-on-line-e-off-line-curso-remoto-de-curta-duracao;0.762;Ferramentas e Técnicas para Recrutamento e Seleção por Competências;218;ferramentas-e-tecnicas-para-recrutamento-e-selecao-por-competencias-curso-presencial-de-curta-duracao;0.679;Curso de Curta Duração em Power BI Completo ;643;power-bi-completo-curso-presencial-de-curta-duracao;0.455
produtos\extensao-recrutamento-treinamento-times-comerciais.md;extensao-recrutamento-treinamento-times-comerciais;Curso de Extensão Universitária: Recrutamento e Treinamento de Times Comerciais;;media - revisar;1010;1010;Recrutamento e Treinamento de Times Comerciais;1010;recrutamento-e-treinamento-de-times-comerciais-curso-remoto-de-curta-duracao;0.736;Ferramentas e Técnicas para Recrutamento e Seleção por Competências;218;ferramentas-e-tecnicas-para-recrutamento-e-selecao-por-competencias-curso-presencial-de-curta-duracao;0.575;MBA em Sistemas de Energia Elétrica: Geração, Transporte e Comercialização;1204;mba-em-sistemas-de-energia-eletrica-geracao-transporte-e-comercializacao;0.497
produtos\extensao-rh-performance-indicadores-business-partner.md;extensao-rh-performance-indicadores-business-partner;Curso de Extensão Universitária: RH Performance, Indicadores e Business Partner;;media - revisar;985;985;RH Performance, Indicadores e Business Partner;985;rh-performance-indicadores-e-business-partner-curso-presencial-de-curta-duracao;0.736;RH Performance, Indicadores e Business Partner;985;curso-de-curta-duracao-em-rh-performance-indicadores-e-business-partner;0.736;Excelência em Gestão de Pessoas, Indicadores e Desempenho;215;excelencia-em-gestao-de-pessoas-indicadores-e-desempenho-curso-rapido-ead;0.456
produtos\extensao-saude-mental-trabalho-nr1-legislacao-pratica-transformadora.md;extensao-saude-mental-trabalho-nr1-legislacao-pratica-transformadora;Curso de Extensão Universitária: Saúde Mental no Trabalho e NR-1 — Da Legislação à Prática Transformadora;1387;baixa - buscar manualmente;1387;1387;Curso de Curta Duração em Direito do Trabalho Emergencial: Novas Regras e Interpretações Sobre a Relação de Emprego em Tempos de Pandemia;828;direito-do-trabalho-emergencial-novas-regras-e-interpretacoes-sobre-a-relacao-de-emprego-em-tempos-de-pandemia-curso-remoto-de-curta-duracao;0.421;Curso de Teste - meramente ilustrativo;123;curso-de-teste;0.406;Coaching Communication: Ferramentas de Coach para Gestão e Comunicação Assertiva;684;coaching-communication-ferramentas-de-coach-para-gestao-e-comunicacao-assertiva-curso-remoto-de-curta-duracao;0.4
produtos\extensao-sql-introducao-mineracao-dados.md;extensao-sql-introducao-mineracao-dados;Curso de Extensão Universitária: SQL com Introdução à Mineração de Dados;;media - revisar;942;942;SQL com Introdução à Mineração de Dados;942;SQL-com-Introducao-a-mineracao-de-dados;0.703;SQL com Introdução à Mineração de Dados;942;sql-com-introducao-a-mineracao-de-dados-remoto;0.703;Curso de Curta Duração em LGPD - Privacidade e Proteção de Dados na Prática;1023;lgpd-privacidade-protecao-de-dados-na-pratica-curso-remoto-de-curta-duracao;0.49
produtos\mba-auditoria-sistemas-saude.md;mba-auditoria-sistemas-saude;MBA em Auditoria de Sistemas de Saúde;;media - revisar;628;628;MBA em Auditoria de Sistemas de Saúde;628;auditoria-em-sistemas-de-saude-mba-presencial;1.0;MBA Auditoria de Sistemas de Saúde;628;auditoria-de-sistemas-de-saude-mba-remoto;0.958;MBA em Gestão e Engenharia de Sistemas Elétricos;632;gestao-e-engenharia-de-sistemas-eletricos-mba-remoto;0.635
produtos\mba-compliance-processos-legislacao-trabalhista-previdenciaria.md;mba-compliance-processos-legislacao-trabalhista-previdenciaria;MBA em Compliance, Processos e Legislação Trabalhista e Previdenciária;;media - revisar;1085;1085;MBA em Compliance, Processos e Legislação Trabalhista e Previdenciária ;1085;compliance-processos-e-legislacao-trabalhista-e-previdenciaria-mba-presencial;1.0;MBA em Compliance, Processos e Legislação Trabalhista e Previdenciária ;1085;compliance-processos-e-legislacao-trabalhista-e-previdenciaria-mba-remoto;1.0;MBA em Compliance, Processos e Legislação Trabalhista e Previdenciária ;1085;mba-em-compliance-processos-e-legislacao-trabalhista-e-previdenciaria;1.0
produtos\mba-contabilidade-tributaria-inteligencia-fiscal.md;mba-contabilidade-tributaria-inteligencia-fiscal;MBA em Contabilidade Tributária e Inteligência Fiscal;;media - revisar;711;711;MBA em Contabilidade Tributária e Inteligência Fiscal;711;contabilidade-digital-e-inteligencia-fiscal-mba-remoto;1.0;MBA em Contabilidade Tributária e Inteligência Fiscal;1018;contabilidade-tributaria-e-inteligencia-fiscal-mba-presencial;1.0;MBA em Contabilidade e Tributos no Agronegócio ;1241;mba-em-contabilidade-e-tributos-no-agronegocio-ao-vivo;0.667
produtos\mba-contabilidade-tributos-agronegocio.md;mba-contabilidade-tributos-agronegocio;MBA em Contabilidade e Tributos no Agronegócio;;alta;1241;1241;MBA em Contabilidade e Tributos no Agronegócio ;1241;mba-em-contabilidade-e-tributos-no-agronegocio-ao-vivo;1.0;MBA em Contabilidade Tributária e Inteligência Fiscal;711;contabilidade-digital-e-inteligencia-fiscal-mba-remoto;0.667;MBA em Contabilidade Tributária e Inteligência Fiscal;1018;contabilidade-tributaria-e-inteligencia-fiscal-mba-presencial;0.667
